"sha256","bytes","path"
"8c2777c64b8583605d5fcc261b1a50bf87157c283d69ec6a5dd3bbf30939d978","3596","formal_evaluation/llvm-test-suite/manifests/build_manifest_gcc_validation.json"
"cd5b0dcf4ffa569e56491f3229400cdc3978687736dba0fd093431ffcd6469ec","3736","formal_evaluation/llvm-test-suite/manifests/build_manifest_llvm_validation.json"
"4c6209defe69ba2c5e73fdba1829764fb7afbcd07eedb7de9dea87c6690678d1","4716","formal_evaluation/llvm-test-suite/manifests/build_manifest_mixcompile_validation.json"
"a918b82a306406f01af771101815e9d58c275f4bd9118ecaf6102f7fdc457d97","4733","formal_evaluation/llvm-test-suite/manifests/build_manifest_mixcompile-optimized_validation.json"
"cab5abee720920f7d90a0e0759880a56e98bda2190d99976b5e1a31bc8c65594","4382","formal_evaluation/llvm-test-suite/manifests/build_manifest_ollvm-full_validation.json"
"502ee75fd116944aa79353db0cf17f87ac2f2b57f426af6fd03e4128e133d32c","13448","formal_evaluation/llvm-test-suite/manifests/correctness_manifest_gcc_validation.json"
"b95a96cefe12be135b805d56a83d5e7412ffac02831166c4fc2d7728eb2ecc7a","13516","formal_evaluation/llvm-test-suite/manifests/correctness_manifest_llvm_validation.json"
"590c179db255b1f78ef7eb259e2aafd32157038d3b779274b51e70606eab3ca5","13792","formal_evaluation/llvm-test-suite/manifests/correctness_manifest_mixcompile_validation.json"
"c8334842e85311b5a03df5d17e218be0fe5cb8c813fc383a2784159bc68c3dfb","13878","formal_evaluation/llvm-test-suite/manifests/correctness_manifest_mixcompile-optimized_validation.json"
"86cce1d6ba9a27dfc3637e4a8680958b50a8fc3a889d4df45358b3873d86cd47","383","formal_evaluation/llvm-test-suite/manifests/ghidra_run_manifest.json"
"e2af427823f4b4ecec30dd662cd280b16e81a1704447d7efdb99e7ebef128f05","90718","formal_evaluation/llvm-test-suite/manifests/lit_results_gcc_validation.json"
"1880ad775cffb9f82dac2d042de4f5a8c6d39135894277b7e01283d44eb5341f","90951","formal_evaluation/llvm-test-suite/manifests/lit_results_llvm_validation.json"
"ec040e4ace251fb414fa0fcf6f3cba8c79138fb28617c0efec0110561ad87de0","91951","formal_evaluation/llvm-test-suite/manifests/lit_results_mixcompile_validation.json"
"1a8af5f07a8bacdf240294ea101386d81fa93069af37c6e34a22db90ee4caafb","92235","formal_evaluation/llvm-test-suite/manifests/lit_results_mixcompile-optimized_validation.json"
"bb8521b939e2a6f17828a877c9bd0889f340ab8f5655e4684a12efe5c11b374a","3366","formal_evaluation/llvm-test-suite/manifests/lit_results_ollvm-full_fhourstones.json"
"0d7c36b42fe5e52503719bf6767652a046bc8333074f47b48b15e1c745f7b507","91000","formal_evaluation/llvm-test-suite/manifests/lit_results_ollvm-full_supported30.json"
"5c43985dd86c63fb2a5b0536099f18abee5c0e9e0ee67b664edc8efce2384a37","1136","formal_evaluation/llvm-test-suite/manifests/static_radiff_run_manifest.json"
"674ad9e993e4dec804977b8fdb3f3cd20400ebbc4bd28ac9fe1e9d21477f17f7","6773","formal_evaluation/llvm-test-suite/raw/ghidra_input_binary_manifest.csv"
"012612a75cb447e52536416443272c792ed4fab2955238c6eabfcf181a215e41","132241","formal_evaluation/llvm-test-suite/raw/ghidra_runs.csv"
"0a6c7d1baef6aef2a474a5c352e3748f9789b0a037acf701c5b8e3f72947aa0d","31149","formal_evaluation/llvm-test-suite/raw/ghidra_schedule.json"
"a9fdd097adca8409d41eac2356c26566d4ab7ae83c3e9754aa5f710e85ebaa84","11604","formal_evaluation/llvm-test-suite/raw/ollvm_static_per_sample.csv"
"0fe8af2f2d7f7f3e69cd8c69370dfd0ec9f75d0901e4063939558096cce61bad","190631","formal_evaluation/llvm-test-suite/raw/radiff2_pairs.csv"
"64553b6e516cfe2134751fc7a30c0bb7394598ef98d39fde1b6d2c46ddbc9eea","44826","formal_evaluation/llvm-test-suite/raw/static_per_sample.csv"
"bc594e541df6170833691217729880264f412ddb7f436862ce0d4bd42f5df69d","4154","formal_evaluation/llvm-test-suite/tables/builds.csv"
"3911a4321824ccf445643c868731960175d02ba32b9e2d30d9ab5d53e813f7c7","24365","formal_evaluation/llvm-test-suite/tables/correctness.csv"
"2bbcd817db192dc810f874b255a4bed120d7183ccb9ce3f904e87a20e85a04a2","1612","formal_evaluation/llvm-test-suite/tables/ghidra_by_sample.csv"
"51dde1c8baf5fe8ab2779a1988e5f00b6280bd003189a8795081c85168c30b41","1069","formal_evaluation/llvm-test-suite/tables/ghidra_ratios.csv"
"bb6c829321d54a7d781e5f84f7f11cb6e5b96b7c6e9ee0c1798fc2bc902bb3b2","3578","formal_evaluation/llvm-test-suite/tables/ollvm_correctness.csv"
"abec683cf3e91d6885af48288473d6bb0df6ff4b15ea833e5535b6273a883a01","195","formal_evaluation/llvm-test-suite/tables/ollvm_supported30_build.csv"
"44261f64e720804eea6303713576d0b07a6a120858056d5f371958b1b29ad40f","537","formal_evaluation/llvm-test-suite/tables/radiff2_summary.csv"
"8f94ee3880b6786d2cced9d4f783770b019c2c9a8b431bbf266131bef04cf7f0","1015","formal_evaluation/openssl/config/baseline_pass_weights.json"
"0cb3b217e45e3f1a6475a7cfa08c0036b895ef8a64e78d3eb993621d685b9f5f","1714","formal_evaluation/openssl/config/experiment.json"
"8b23633cef3c2fbdae7e14d8d774e5d7f684ef7aa487aa6dcd5da8c9db340cf4","1148","formal_evaluation/openssl/config/optimized_pass_weights.json"
"55ee4eaa289376ecedeb2bfc98102e3628e12db4b286d0f27134e99040a018f8","1998","formal_evaluation/openssl/config/paths.local.json"
"8dceb4d82e41d408a8e41697aab91e7971acd2a3f065af1f85868f7b6c761b7e","7096","formal_evaluation/openssl/config/run_formal_openssl.py"
"016e77bea55a8756754af9e184304b6f062f30fffef83bb4f70ecbeab33fe377","302","formal_evaluation/openssl/manifests/run_manifest.json"
"8136932d3556b1ea76fe9b9fdc6c52c37fe5b8b1354db30839d461a3ce3dac18","144380","formal_evaluation/openssl/raw/speed_repetitions.csv"
"0d4a26cc63427f30c0fe11db2939ccbdab79003606d780cb624aa07146ecadcf","878","formal_evaluation/openssl/tables/builds.csv"
"567a3a15b86ca5c19152842a1ee0be054951809be38ff08e99da43f28a9bc011","4012","formal_evaluation/openssl/tables/summary.csv"
"449129e09c0ecb5e45f0093cc72f97da37a4e958de078d0108e779b6d84abcb0","5173","formal_evaluation/README.md"
"9f1479fa491caf6e7747c867655518d117b4e5371df3445cd403a559284d3155","4712","MISSING_OR_UNVERIFIED.md"
"d1ccd805e3aa4fb8f0257566288a8954a718191349b671e999a6a25ab1d218df","4752","PAPER_DATA_SOURCES.md"
"22b92221a38ac86ec2b8c78f1c56158766dbf49ca9fdf51a09358e3cd9dc80b5","319","paper_extracted/correctness_validation_summary.csv"
"427e9d92f0fd04043e8b8378403ccedfc101b87845efc7900c9cfae40ca21ead","828","paper_extracted/ghidra_formal_medians_and_ratios.csv"
"b6677e5352f2e96d76c77d597911cfa2d8bc6dfc01906cdc58caf95bf83b846a","703","paper_extracted/llama_arithmetic_means.csv"
"e0070747c81b382c3655bd4fca32e59c4127c38ad1d2992be0e0fcea9c2d02c0","323","paper_extracted/ollvm_full_correctness_status.csv"
"7644d66b5077262b97e1c9b818a5477c4b2e718038e613a0b9560bed8ae3edd7","1365","paper_extracted/openssl_arithmetic_means_16384.csv"
"3d52b2769ccf94640a9d11bdf31e26a92c8a30c38650cd376a55f13eb6e59ea1","7522","paper_extracted/openssl_arithmetic_means_all_blocks.csv"
"a50f5239a8724c7f753ebf026ee63e1aedd59844fc5e47118ea2546c7c2d2fdf","451","paper_extracted/openssl_optimized_vs_llvm_ranges.csv"
"bf26191b0bfdb49ebaaf26a4accf27ba643dae46fed896a72bea35fa3c4bb320","1032","paper_extracted/optimized_pass_base_vectors.csv"
"bd0df82fd348ad72449fff0ed0772dc7e95396208c27cc1112a9d271591acbaf","811","paper_extracted/radiff2_formal_medians.csv"
"cdb89dad09dc990cedeacc28c1833abe4080ac4376db945de7bae2982689a815","2240","README.md"
